workerId,task,index,rt,v,u,binned,shape,vsup,qV,qU,vError,uError,error,correct,condition
13,One,7,25555,0.2,0.1,discrete,square,yes,0.8,0.6,-0.6,-0.5,-1.1,0,vsupdiscretesquare
13,One,3,45556,0.4,0.8,discrete,arc,yes,0.4,0.8,0,0,0,1,vsupdiscretearc
13,One,5,13017,0.95,0.1,discrete,square,no,0.45,0.1,0.5,0,0.5,0,discretesquare
13,One,4,23229,0.3,0.6,discrete,square,yes,0.45,0.1,-0.15,0.5,0.35,0,vsupdiscretesquare
13,One,8,39964,0.7,0.4,discrete,square,no,0.2,0.1,0.5,0.3,0.8,0,discretesquare
13,One,11,34207,0.95,0.1,discrete,square,no,0.45,0.1,0.5,0,0.5,0,discretesquare
13,One,6,85159,0.95,0.1,discrete,arc,no,0.8,0.6,0.15,-0.5,-0.35,0,discretearc
13,One,9,25863,0.8,0.6,discrete,arc,yes,0.3,0.6,0.5,0,0.5,0,vsupdiscretearc
13,One,12,30778,0.2,0.1,discrete,square,no,0.2,0.1,0,0,0,1,discretesquare
13,One,10,32425,0.4,0.8,discrete,square,yes,0.4,0.8,0,0,0,1,vsupdiscretesquare
13,One,16,13616,0.8,0.4,discrete,arc,yes,0.7,0.4,0.1,0,0.1,0,vsupdiscretearc
13,One,15,23887,0.8,0.6,discrete,square,yes,0.4,0.8,0.4,-0.2,0.2,0,vsupdiscretesquare
13,One,14,29225,0.1,0.4,discrete,arc,no,0.45,0.1,-0.35,0.3,-0.05,0,discretearc
12,One,14,8712,0.45,0.1,discrete,arc,no,0.45,0.1,0,0,0,1,discretearc
14,One,3,7874,0.4,0.8,discrete,arc,yes,0.45,0.1,-0.05,0.7,0.65,0,vsupdiscretearc
13,One,13,19603,0.45,0.1,discrete,arc,no,0.45,0.1,0,0,0,1,discretearc
14,One,2,14146,0.4,0.4,discrete,arc,no,0.45,0.1,-0.05,0.3,0.25,0,discretearc
14,One,5,8840,0.4,0.8,discrete,square,yes,0.95,0.1,-0.55,0.7,0.15,0,vsupdiscretesquare
14,One,7,16216,0.3,0.6,discrete,square,no,0.3,0.6,0,0,0,1,discretesquare
14,One,9,10191,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
14,One,10,19822,0.4,0.4,discrete,arc,yes,0.4,0.4,0,0,0,1,vsupdiscretearc
14,One,12,10851,0.1,0.4,discrete,arc,no,0.2,0.1,-0.1,0.3,0.2,0,discretearc
14,One,4,10771,0.4,0.8,discrete,square,yes,0.7,0.1,-0.3,0.7,0.4,0,vsupdiscretesquare
14,One,1,25754,0.4,0.8,discrete,arc,yes,0.4,0.8,0,0,0,1,vsupdiscretearc
14,One,11,7598,0.8,0.6,discrete,square,no,0.8,0.6,0,0,0,1,discretesquare
14,One,16,8361,0.95,0.1,discrete,square,no,0.95,0.1,0,0,0,1,discretesquare
14,One,14,18297,0.1,0.4,discrete,arc,yes,0.1,0.4,0,0,0,1,vsupdiscretearc
14,One,8,8964,0.3,0.6,discrete,arc,no,0.4,0.4,-0.1,0.2,0.1,0,discretearc
15,One,1,32159,0.7,0.1,discrete,square,no,0.7,0.1,0,0,0,1,discretesquare
15,One,2,13853,0.4,0.4,discrete,arc,no,0.3,0.6,0.1,-0.2,-0.1,0,discretearc
14,One,6,9593,0.4,0.8,discrete,arc,no,0.4,0.8,0,0,0,1,discretearc
15,One,5,12135,0.2,0.1,discrete,square,yes,0.2,0.1,0,0,0,1,vsupdiscretesquare
14,One,13,16727,0.45,0.1,discrete,square,yes,0.45,0.1,0,0,0,1,vsupdiscretesquare
15,One,8,11094,0.2,0.1,discrete,arc,yes,0.2,0.1,0,0,0,1,vsupdiscretearc
15,One,3,21553,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
15,One,4,16756,0.45,0.1,discrete,arc,no,0.45,0.1,0,0,0,1,discretearc
15,One,6,9806,0.95,0.1,discrete,square,no,0.95,0.1,0,0,0,1,discretesquare
15,One,10,39269,0.3,0.6,discrete,arc,yes,0.3,0.6,0,0,0,1,vsupdiscretearc
15,One,13,7650,0.95,0.1,discrete,square,yes,0.95,0.1,0,0,0,1,vsupdiscretesquare
15,One,7,54246,0.8,0.4,discrete,square,no,0.8,0.4,0,0,0,1,discretesquare
15,One,14,10211,0.95,0.1,discrete,square,no,0.95,0.1,0,0,0,1,discretesquare
14,One,15,12569,0.2,0.1,discrete,square,no,0.2,0.1,0,0,0,1,discretesquare
15,One,15,6866,0.7,0.1,discrete,arc,yes,0.7,0.1,0,0,0,1,vsupdiscretearc
16,One,1,19922,0.4,0.4,discrete,arc,yes,0.4,0.4,0,0,0,1,vsupdiscretearc
15,One,11,8532,0.3,0.6,discrete,arc,no,0.3,0.6,0,0,0,1,discretearc
15,One,12,10419,0.7,0.1,discrete,arc,no,0.7,0.1,0,0,0,1,discretearc
15,One,9,11142,0.4,0.4,discrete,square,yes,0.4,0.4,0,0,0,1,vsupdiscretesquare
16,One,2,15811,0.8,0.6,discrete,square,yes,0.8,0.6,0,0,0,1,vsupdiscretesquare
16,One,7,8684,0.1,0.4,discrete,square,no,0.1,0.4,0,0,0,1,discretesquare
16,One,6,8426,0.7,0.1,discrete,arc,no,0.7,0.1,0,0,0,1,discretearc
16,One,9,8319,0.4,0.4,discrete,arc,yes,0.4,0.4,0,0,0,1,vsupdiscretearc
16,One,4,10727,0.4,0.8,discrete,arc,yes,0.4,0.8,0,0,0,1,vsupdiscretearc
16,One,8,9880,0.2,0.1,discrete,arc,no,0.2,0.1,0,0,0,1,discretearc
16,One,5,8994,0.7,0.4,discrete,square,yes,0.7,0.4,0,0,0,1,vsupdiscretesquare
16,One,10,9997,0.4,0.8,discrete,arc,no,0.4,0.8,0,0,0,1,discretearc
16,One,3,13476,0.3,0.6,discrete,square,no,0.3,0.6,0,0,0,1,discretesquare
16,One,13,8164,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
16,One,16,9252,0.95,0.1,discrete,square,yes,0.95,0.1,0,0,0,1,vsupdiscretesquare
16,One,12,9922,0.4,0.8,discrete,arc,yes,0.4,0.8,0,0,0,1,vsupdiscretearc
15,One,16,4710,0.95,0.1,discrete,square,yes,0.95,0.1,0,0,0,1,vsupdiscretesquare
16,One,14,7837,0.3,0.6,discrete,square,no,0.3,0.6,0,0,0,1,discretesquare
17,One,2,39025,0.3,0.6,discrete,arc,yes,0.45,0.1,-0.15,0.5,0.35,0,vsupdiscretearc
16,One,11,9243,0.8,0.6,discrete,square,no,0.8,0.4,0,0.2,0.2,0,discretesquare
17,One,5,14997,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
17,One,6,9317,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
17,One,1,15298,0.8,0.4,discrete,arc,yes,0.8,0.6,0,-0.2,-0.2,0,vsupdiscretearc
17,One,8,6597,0.95,0.1,discrete,square,yes,0.95,0.1,0,0,0,1,vsupdiscretesquare
17,One,9,11423,0.1,0.4,discrete,arc,no,0.1,0.4,0,0,0,1,discretearc
16,One,15,8564,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
17,One,3,15698,0.4,0.4,discrete,square,yes,0.7,0.4,-0.3,0,-0.3,0,vsupdiscretesquare
17,One,10,13418,0.1,0.4,discrete,arc,no,0.1,0.4,0,0,0,1,discretearc
17,One,11,8205,0.4,0.8,discrete,arc,yes,0.4,0.8,0,0,0,1,vsupdiscretearc
17,One,7,5388,0.7,0.1,discrete,square,no,0.7,0.1,0,0,0,1,discretesquare
18,One,1,4548,0.4,0.8,discrete,square,no,0.1,0.4,0.3,0.4,0.7,0,discretesquare
17,One,12,9506,0.4,0.4,discrete,arc,yes,0.4,0.4,0,0,0,1,vsupdiscretearc
17,One,13,5617,0.7,0.4,discrete,square,yes,0.7,0.4,0,0,0,1,vsupdiscretesquare
18,One,4,38369,0.95,0.1,discrete,arc,no,0.7,0.4,0.25,-0.3,-0.05,0,discretearc
18,One,5,406587,0.1,0.4,discrete,arc,yes,0.4,0.8,-0.3,-0.4,-0.7,0,vsupdiscretearc
18,One,2,24998,0.7,0.4,discrete,square,yes,0.7,0.4,0,0,0,1,vsupdiscretesquare
17,One,4,15990,0.1,0.4,discrete,square,no,0.1,0.4,0,0,0,1,discretesquare
17,One,16,12068,0.4,0.4,discrete,square,no,0.4,0.4,0,0,0,1,discretesquare
18,One,9,9880,0.8,0.4,discrete,square,yes,0.4,0.4,0.4,0,0.4,0,vsupdiscretesquare
18,One,10,5837,0.95,0.1,discrete,arc,yes,0.95,0.1,0,0,0,1,vsupdiscretearc
18,One,6,17254,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
18,One,8,3804,0.4,0.4,discrete,arc,yes,0.95,0.1,-0.55,0.3,-0.25,0,vsupdiscretearc
18,One,3,10532,0.8,0.4,discrete,square,yes,0.2,0.1,0.6,0.3,0.9,0,vsupdiscretesquare
18,One,12,14435,0.45,0.1,discrete,square,no,0.7,0.4,-0.25,-0.3,-0.55,0,discretesquare
18,One,7,11412,0.8,0.4,discrete,arc,no,0.8,0.4,0,0,0,1,discretearc
18,One,14,7390,0.95,0.1,discrete,square,no,0.4,0.4,0.55,-0.3,0.25,0,discretesquare
18,One,13,7179,0.8,0.6,discrete,arc,yes,0.3,0.6,0.5,0,0.5,0,vsupdiscretearc
17,One,14,9156,0.45,0.1,discrete,arc,no,0.45,0.1,0,0,0,1,discretearc
19,One,1,24417,0.3,0.6,discrete,arc,no,0.3,0.6,0,0,0,1,discretearc
18,One,11,23522,0.7,0.1,discrete,arc,no,0.7,0.1,0,0,0,1,discretearc
19,One,3,6431,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
18,One,16,9286,0.95,0.1,discrete,square,no,0.2,0.1,0.75,0,0.75,0,discretesquare
19,One,2,6748,0.7,0.4,discrete,square,no,0.7,0.1,0,0.3,0.3,0,discretesquare
19,One,4,7331,0.3,0.6,discrete,square,no,0.3,0.6,0,0,0,1,discretesquare
19,One,6,9899,0.8,0.4,discrete,arc,no,0.8,0.6,0,-0.2,-0.2,0,discretearc
19,One,5,8201,0.8,0.6,discrete,arc,yes,0.8,0.6,0,0,0,1,vsupdiscretearc
18,One,15,27341,0.95,0.1,discrete,square,yes,0.2,0.1,0.75,0,0.75,0,vsupdiscretesquare
19,One,11,5300,0.8,0.4,discrete,arc,no,0.8,0.4,0,0,0,1,discretearc
19,One,13,9932,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
19,One,14,13883,0.1,0.4,discrete,square,yes,0.1,0.4,0,0,0,1,vsupdiscretesquare
19,One,7,6965,0.8,0.6,discrete,arc,yes,0.7,0.4,0.1,0.2,0.3,0,vsupdiscretearc
19,One,16,9500,0.1,0.4,discrete,arc,yes,0.1,0.4,0,0,0,1,vsupdiscretearc
19,One,12,8715,0.4,0.8,discrete,square,yes,0.45,0.1,-0.05,0.7,0.65,0,vsupdiscretesquare
19,One,8,7119,0.4,0.8,discrete,arc,yes,0.95,0.1,-0.55,0.7,0.15,0,vsupdiscretearc
19,One,10,8966,0.3,0.6,discrete,square,no,0.4,0.4,-0.1,0.2,0.1,0,discretesquare
20,One,2,6602,0.8,0.6,discrete,square,yes,0.8,0.6,0,0,0,1,vsupdiscretesquare
20,One,4,4261,0.8,0.6,discrete,arc,no,0.8,0.6,0,0,0,1,discretearc
19,One,15,14193,0.7,0.1,discrete,arc,no,0.7,0.1,0,0,0,1,discretearc
20,One,6,5412,0.2,0.1,discrete,arc,yes,0.2,0.1,0,0,0,1,vsupdiscretearc
20,One,1,6292,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
20,One,5,5053,0.8,0.6,discrete,square,yes,0.8,0.6,0,0,0,1,vsupdiscretesquare
20,One,8,5964,0.8,0.6,discrete,arc,yes,0.8,0.4,0,0.2,0.2,0,vsupdiscretearc
20,One,3,6508,0.2,0.1,discrete,square,no,0.2,0.1,0,0,0,1,discretesquare
19,One,9,6149,0.7,0.4,discrete,square,no,0.7,0.4,0,0,0,1,discretesquare
20,One,9,3781,0.1,0.4,discrete,square,no,0.1,0.4,0,0,0,1,discretesquare
20,One,12,5452,0.4,0.4,discrete,square,yes,0.4,0.4,0,0,0,1,vsupdiscretesquare
20,One,11,4733,0.45,0.1,discrete,square,yes,0.45,0.1,0,0,0,1,vsupdiscretesquare
20,One,13,4506,0.8,0.6,discrete,arc,no,0.8,0.6,0,0,0,1,discretearc
