workerId,task,index,rt,v,u,binned,shape,vsup,qV,qU,vError,uError,error,correct,condition
17,One,51,526,0.2,0.1,continuous,arc,no,0.1,0.4,0.1,-0.3,-0.2,0,continuousarc
17,One,54,645,0.7,0.1,discrete,juxtaposed,no,0.4,0.4,0.3,-0.3,-1.11E-16,0,discretejuxtaposed
17,One,61,572,0.7,0.1,discrete,arc,no,0.45,0.1,0.25,0,0.25,0,discretearc
17,One,59,471,0.4,0.4,continuous,arc,no,0.1,0.4,0.3,0,0.3,0,continuousarc
17,One,62,420,0.2,0.1,continuous,square,no,0.7,0.1,-0.5,0,-0.5,0,continuoussquare
18,One,1,15796,0.45,0.1,discrete,arc,yes,0.7,0.4,-0.25,-0.3,-0.55,0,vsupdiscretearc
17,One,57,588,0.8,0.4,discrete,square,no,0.8,0.6,0,-0.2,-0.2,0,discretesquare
17,One,64,53319,0.4,0.8,continuous,juxtaposed,no,0.7,0.1,-0.3,0.7,0.4,0,continuousjuxtaposed
18,One,4,9040,0.8,0.4,discrete,square,yes,0.8,0.4,0,0,0,1,vsupdiscretesquare
17,One,63,399,0.8,0.6,continuous,square,no,0.7,0.4,0.1,0.2,0.3,0,continuoussquare
18,One,5,699,0.7,0.1,discrete,square,no,0.45,0.1,0.25,0,0.25,0,discretesquare
18,One,6,9066,0.95,0.1,discrete,square,yes,0.95,0.1,0,0,0,1,vsupdiscretesquare
17,One,60,500,0.45,0.1,discrete,arc,no,0.8,0.6,-0.35,-0.5,-0.85,0,discretearc
18,One,7,7104,0.8,0.4,continuous,square,no,0.8,0.4,0,0,0,1,continuoussquare
18,One,8,8461,0.1,0.4,discrete,juxtaposed,no,0.1,0.4,0,0,0,1,discretejuxtaposed
18,One,2,10825,0.8,0.6,discrete,juxtaposed,no,0.8,0.4,0,0.2,0.2,0,discretejuxtaposed
18,One,11,1654,0.95,0.1,discrete,arc,yes,0.45,0.1,0.5,0,0.5,0,vsupdiscretearc
18,One,3,9191,0.3,0.6,discrete,square,yes,0.4,0.8,-0.1,-0.2,-0.3,0,vsupdiscretesquare
18,One,9,687,0.7,0.4,discrete,square,yes,0.95,0.1,-0.25,0.3,0.05,0,vsupdiscretesquare
18,One,15,953,0.8,0.6,continuous,juxtaposed,no,0.8,0.6,0,0,0,1,continuousjuxtaposed
18,One,14,1105,0.7,0.1,continuous,square,no,0.7,0.1,0,0,0,1,continuoussquare
18,One,12,413195,0.7,0.4,continuous,juxtaposed,no,0.95,0.1,-0.25,0.3,0.05,0,continuousjuxtaposed
18,One,18,39416,0.3,0.6,discrete,juxtaposed,no,0.3,0.6,0,0,0,1,discretejuxtaposed
18,One,17,1149,0.8,0.4,continuous,square,no,0.8,0.6,0,-0.2,-0.2,0,continuoussquare
17,One,58,692,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
18,One,10,5519,0.95,0.1,continuous,juxtaposed,no,0.7,0.1,0.25,0,0.25,0,continuousjuxtaposed
18,One,16,2883,0.4,0.4,continuous,arc,no,0.2,0.1,0.2,0.3,0.5,0,continuousarc
18,One,20,6932,0.1,0.4,discrete,arc,no,0.1,0.4,0,0,0,1,discretearc
18,One,13,873,0.7,0.4,continuous,arc,no,0.4,0.8,0.3,-0.4,-0.1,0,continuousarc
18,One,23,4326,0.3,0.6,discrete,arc,no,0.4,0.4,-0.1,0.2,0.1,0,discretearc
18,One,25,7769,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
18,One,24,2086,0.8,0.6,discrete,arc,yes,0.4,0.4,0.4,0.2,0.6,0,vsupdiscretearc
18,One,22,3747,0.3,0.6,discrete,square,no,0.4,0.8,-0.1,-0.2,-0.3,0,discretesquare
18,One,28,4317,0.7,0.1,continuous,arc,no,0.7,0.1,0,0,0,1,continuousarc
18,One,29,1093,0.7,0.4,discrete,square,yes,0.95,0.1,-0.25,0.3,0.05,0,vsupdiscretesquare
18,One,26,7634,0.4,0.8,discrete,square,no,0.4,0.8,0,0,0,1,discretesquare
18,One,30,626,0.95,0.1,continuous,square,no,0.2,0.1,0.75,0,0.75,0,continuoussquare
18,One,21,5986,0.7,0.4,continuous,arc,no,0.45,0.1,0.25,0.3,0.55,0,continuousarc
18,One,27,869,0.7,0.1,discrete,arc,no,0.95,0.1,-0.25,0,-0.25,0,discretearc
18,One,33,13961,0.3,0.6,discrete,arc,no,0.4,0.4,-0.1,0.2,0.1,0,discretearc
18,One,31,3210,0.8,0.4,discrete,juxtaposed,no,0.8,0.4,0,0,0,1,discretejuxtaposed
18,One,34,6125,0.8,0.4,continuous,square,no,0.7,0.1,0.1,0.3,0.4,0,continuoussquare
18,One,36,82441,0.8,0.4,discrete,square,no,0.8,0.6,0,-0.2,-0.2,0,discretesquare
18,One,37,5759,0.4,0.4,discrete,square,yes,0.45,0.1,-0.05,0.3,0.25,0,vsupdiscretesquare
18,One,32,6826,0.8,0.4,continuous,juxtaposed,no,0.8,0.4,0,0,0,1,continuousjuxtaposed
18,One,19,4766,0.7,0.1,discrete,juxtaposed,no,0.4,0.4,0.3,-0.3,-1.11E-16,0,discretejuxtaposed
18,One,40,5533,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
18,One,35,5117,0.95,0.1,continuous,arc,no,0.95,0.1,0,0,0,1,continuousarc
18,One,41,3452,0.7,0.4,discrete,square,no,0.7,0.1,0,0.3,0.3,0,discretesquare
18,One,42,3414,0.4,0.8,continuous,juxtaposed,no,0.4,0.8,0,0,0,1,continuousjuxtaposed
18,One,38,3419,0.7,0.1,discrete,arc,yes,0.7,0.1,0,0,0,1,vsupdiscretearc
18,One,43,3635,0.7,0.1,continuous,juxtaposed,no,0.8,0.6,-0.1,-0.5,-0.6,0,continuousjuxtaposed
18,One,39,5466,0.7,0.1,discrete,arc,no,0.8,0.4,-0.1,-0.3,-0.4,0,discretearc
18,One,44,4560,0.8,0.6,discrete,arc,yes,0.8,0.6,0,0,0,1,vsupdiscretearc
18,One,45,736,0.8,0.6,continuous,square,no,0.3,0.6,0.5,0,0.5,0,continuoussquare
18,One,48,3928,0.8,0.4,continuous,juxtaposed,no,0.4,0.4,0.4,0,0.4,0,continuousjuxtaposed
18,One,49,5821,0.7,0.1,discrete,arc,yes,0.4,0.8,0.3,-0.7,-0.4,0,vsupdiscretearc
18,One,47,2360,0.7,0.4,discrete,arc,no,0.7,0.1,0,0.3,0.3,0,discretearc
18,One,46,632,0.8,0.6,discrete,square,no,0.95,0.1,-0.15,0.5,0.35,0,discretesquare
18,One,55,18448,0.7,0.1,continuous,arc,no,0.95,0.1,-0.25,0,-0.25,0,continuousarc
18,One,52,2339,0.95,0.1,discrete,juxtaposed,no,0.8,0.4,0.15,-0.3,-0.15,0,discretejuxtaposed
18,One,50,4905,0.45,0.1,discrete,juxtaposed,no,0.8,0.6,-0.35,-0.5,-0.85,0,discretejuxtaposed
18,One,56,1582,0.7,0.1,discrete,square,no,0.3,0.6,0.4,-0.5,-0.1,0,discretesquare
18,One,57,672,0.8,0.6,discrete,arc,no,0.3,0.6,0.5,0,0.5,0,discretearc
18,One,54,814,0.95,0.1,discrete,juxtaposed,no,0.2,0.1,0.75,0,0.75,0,discretejuxtaposed
18,One,53,1091,0.8,0.4,discrete,arc,yes,0.8,0.6,0,-0.2,-0.2,0,vsupdiscretearc
18,One,60,1639,0.4,0.4,discrete,arc,no,0.3,0.6,0.1,-0.2,-0.1,0,discretearc
18,One,62,3529,0.1,0.4,discrete,arc,yes,0.2,0.1,-0.1,0.3,0.2,0,vsupdiscretearc
18,One,63,2046,0.7,0.4,discrete,square,no,0.45,0.1,0.25,0.3,0.55,0,discretesquare
18,One,61,602,0.3,0.6,continuous,arc,no,0.95,0.1,-0.65,0.5,-0.15,0,continuousarc
19,One,2,14117,0.45,0.1,discrete,square,yes,0.4,0.8,0.05,-0.7,-0.65,0,vsupdiscretesquare
18,One,59,4534,0.45,0.1,continuous,arc,no,0.8,0.6,-0.35,-0.5,-0.85,0,continuousarc
18,One,58,5140,0.2,0.1,continuous,juxtaposed,no,0.2,0.1,0,0,0,1,continuousjuxtaposed
19,One,3,30700,0.8,0.6,continuous,juxtaposed,no,0.8,0.6,0,0,0,1,continuousjuxtaposed
19,One,5,10857,0.7,0.1,continuous,square,no,0.7,0.1,0,0,0,1,continuoussquare
19,One,7,68494,0.4,0.8,discrete,square,yes,0.4,0.8,0,0,0,1,vsupdiscretesquare
18,One,64,3574,0.45,0.1,continuous,square,no,0.3,0.6,0.15,-0.5,-0.35,0,continuoussquare
19,One,1,27408,0.7,0.1,continuous,square,no,0.7,0.1,0,0,0,1,continuoussquare
19,One,4,16094,0.3,0.6,discrete,arc,yes,0.4,0.8,-0.1,-0.2,-0.3,0,vsupdiscretearc
19,One,8,8676,0.1,0.4,discrete,arc,no,0.1,0.4,0,0,0,1,discretearc
19,One,6,18014,0.4,0.4,discrete,arc,no,0.4,0.4,0,0,0,1,discretearc
19,One,12,9561,0.45,0.1,continuous,square,no,0.45,0.1,0,0,0,1,continuoussquare
19,One,10,5934,0.4,0.4,discrete,juxtaposed,no,0.3,0.6,0.1,-0.2,-0.1,0,discretejuxtaposed
19,One,11,11177,0.8,0.4,discrete,juxtaposed,no,0.4,0.4,0.4,0,0.4,0,discretejuxtaposed
19,One,9,140445,0.3,0.6,continuous,juxtaposed,no,0.3,0.6,0,0,0,1,continuousjuxtaposed
18,One,51,691,0.8,0.4,continuous,square,no,0.3,0.6,0.5,-0.2,0.3,0,continuoussquare
19,One,13,28282,0.1,0.4,continuous,juxtaposed,no,0.1,0.4,0,0,0,1,continuousjuxtaposed
19,One,18,10100,0.8,0.6,continuous,square,no,0.8,0.6,0,0,0,1,continuoussquare
19,One,14,21451,0.7,0.4,continuous,square,no,0.4,0.8,0.3,-0.4,-0.1,0,continuoussquare
19,One,20,13021,0.4,0.8,continuous,juxtaposed,no,0.4,0.4,0,0.4,0.4,0,continuousjuxtaposed
19,One,16,10403,0.45,0.1,discrete,square,no,0.45,0.1,0,0,0,1,discretesquare
19,One,17,21497,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
19,One,22,6974,0.2,0.1,discrete,square,no,0.2,0.1,0,0,0,1,discretesquare
19,One,19,15906,0.95,0.1,continuous,square,no,0.8,0.4,0.15,-0.3,-0.15,0,continuoussquare
19,One,24,14194,0.95,0.1,discrete,juxtaposed,no,0.8,0.6,0.15,-0.5,-0.35,0,discretejuxtaposed
19,One,21,19340,0.95,0.1,continuous,juxtaposed,no,0.2,0.1,0.75,0,0.75,0,continuousjuxtaposed
19,One,25,15545,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
19,One,23,13834,0.2,0.1,continuous,juxtaposed,no,0.2,0.1,0,0,0,1,continuousjuxtaposed
19,One,28,6536,0.3,0.6,discrete,arc,no,0.4,0.8,-0.1,-0.2,-0.3,0,discretearc
19,One,26,5042,0.7,0.1,discrete,square,no,0.7,0.1,0,0,0,1,discretesquare
19,One,27,13878,0.8,0.6,continuous,arc,no,0.8,0.4,0,0.2,0.2,0,continuousarc
19,One,29,6923,0.45,0.1,discrete,arc,no,0.45,0.1,0,0,0,1,discretearc
19,One,15,8072,0.4,0.8,discrete,juxtaposed,no,0.4,0.8,0,0,0,1,discretejuxtaposed
19,One,32,11504,0.2,0.1,continuous,arc,no,0.2,0.1,0,0,0,1,continuousarc
19,One,36,12876,0.8,0.4,discrete,arc,yes,0.95,0.1,-0.15,0.3,0.15,0,vsupdiscretearc
19,One,34,11376,0.3,0.6,continuous,arc,no,0.3,0.6,0,0,0,1,continuousarc
19,One,31,20894,0.45,0.1,discrete,arc,yes,0.2,0.1,0.25,0,0.25,0,vsupdiscretearc
19,One,30,10223,0.8,0.4,discrete,juxtaposed,no,0.8,0.4,0,0,0,1,discretejuxtaposed
19,One,35,12879,0.1,0.4,discrete,arc,yes,0.1,0.4,0,0,0,1,vsupdiscretearc
19,One,39,4657,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
19,One,42,6994,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
19,One,40,9539,0.45,0.1,discrete,square,yes,0.45,0.1,0,0,0,1,vsupdiscretesquare
19,One,37,10567,0.2,0.1,discrete,square,no,0.2,0.1,0,0,0,1,discretesquare
19,One,38,6647,0.4,0.4,discrete,square,yes,0.4,0.4,0,0,0,1,vsupdiscretesquare
19,One,43,4065,0.95,0.1,discrete,square,no,0.95,0.1,0,0,0,1,discretesquare
19,One,44,6345,0.7,0.4,continuous,arc,no,0.8,0.6,-0.1,-0.2,-0.3,0,continuousarc
19,One,47,39172,0.1,0.4,continuous,square,no,0.1,0.4,0,0,0,1,continuoussquare
19,One,48,14751,0.7,0.4,discrete,juxtaposed,no,0.7,0.4,0,0,0,1,discretejuxtaposed
19,One,46,9360,0.7,0.1,continuous,square,no,0.8,0.6,-0.1,-0.5,-0.6,0,continuoussquare
19,One,41,16568,0.7,0.1,discrete,juxtaposed,no,0.7,0.1,0,0,0,1,discretejuxtaposed
19,One,49,8684,0.8,0.4,discrete,square,no,0.8,0.4,0,0,0,1,discretesquare
19,One,50,74425,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
19,One,51,8355,0.8,0.6,discrete,square,no,0.8,0.6,0,0,0,1,discretesquare
19,One,54,7013,0.4,0.8,discrete,square,yes,0.4,0.8,0,0,0,1,vsupdiscretesquare
19,One,45,10617,0.8,0.6,continuous,juxtaposed,no,0.8,0.6,0,0,0,1,continuousjuxtaposed
19,One,52,6296,0.7,0.4,continuous,arc,no,0.7,0.4,0,0,0,1,continuousarc
19,One,55,6946,0.3,0.6,discrete,arc,no,0.4,0.8,-0.1,-0.2,-0.3,0,discretearc
19,One,59,6575,0.8,0.4,discrete,arc,no,0.8,0.4,0,0,0,1,discretearc
19,One,33,13981,0.95,0.1,continuous,arc,no,0.95,0.1,0,0,0,1,continuousarc
19,One,61,4167,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
19,One,60,8037,0.8,0.4,discrete,square,no,0.8,0.6,0,-0.2,-0.2,0,discretesquare
19,One,63,6372,0.4,0.8,continuous,arc,no,0.4,0.8,0,0,0,1,continuousarc
19,One,58,58514,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
19,One,53,6492,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
19,One,62,5140,0.7,0.4,discrete,arc,yes,0.8,0.6,-0.1,-0.2,-0.3,0,vsupdiscretearc
20,One,2,8227,0.95,0.1,discrete,square,no,0.95,0.1,0,0,0,1,discretesquare
19,One,57,9360,0.95,0.1,discrete,juxtaposed,no,0.95,0.1,0,0,0,1,discretejuxtaposed
19,One,56,7397,0.2,0.1,continuous,juxtaposed,no,0.2,0.1,0,0,0,1,continuousjuxtaposed
19,One,64,6100,0.7,0.1,continuous,arc,no,0.8,0.4,-0.1,-0.3,-0.4,0,continuousarc
20,One,4,18079,0.1,0.4,discrete,square,yes,0.8,0.6,-0.7,-0.2,-0.9,0,vsupdiscretesquare
20,One,6,5102,0.2,0.1,discrete,square,no,0.4,0.4,-0.2,-0.3,-0.5,0,discretesquare
20,One,3,28152,0.8,0.4,discrete,juxtaposed,no,0.95,0.1,-0.15,0.3,0.15,0,discretejuxtaposed
20,One,5,9,0.7,0.1,discrete,arc,no,0.8,0.6,-0.1,-0.5,-0.6,0,discretearc
20,One,8,29651,0.2,0.1,continuous,arc,no,0.7,0.1,-0.5,0,-0.5,0,continuousarc
20,One,10,8963,0.45,0.1,discrete,arc,no,0.45,0.1,0,0,0,1,discretearc
20,One,9,4773,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
20,One,13,5331,0.2,0.1,discrete,arc,no,0.8,0.4,-0.6,-0.3,-0.9,0,discretearc
20,One,14,9148,0.2,0.1,discrete,arc,yes,0.4,0.4,-0.2,-0.3,-0.5,0,vsupdiscretearc
20,One,15,4175,0.45,0.1,discrete,square,no,0.45,0.1,0,0,0,1,discretesquare
20,One,11,6497,0.2,0.1,continuous,square,no,0.8,0.4,-0.6,-0.3,-0.9,0,continuoussquare
20,One,12,4683,0.2,0.1,discrete,juxtaposed,no,0.7,0.1,-0.5,0,-0.5,0,discretejuxtaposed
20,One,16,67611,0.1,0.4,discrete,square,yes,0.3,0.6,-0.2,-0.2,-0.4,0,vsupdiscretesquare
20,One,20,8434,0.95,0.1,discrete,arc,yes,0.95,0.1,0,0,0,1,vsupdiscretearc
20,One,19,94836,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
20,One,17,7218,0.2,0.1,discrete,arc,yes,0.7,0.4,-0.5,-0.3,-0.8,0,vsupdiscretearc
20,One,22,18265,0.7,0.4,continuous,juxtaposed,no,0.7,0.1,0,0.3,0.3,0,continuousjuxtaposed
20,One,18,36629,0.2,0.1,continuous,arc,no,0.8,0.6,-0.6,-0.5,-1.1,0,continuousarc
20,One,23,3176,0.8,0.6,discrete,juxtaposed,no,0.8,0.4,0,0.2,0.2,0,discretejuxtaposed
20,One,21,8075,0.7,0.1,continuous,square,no,0.95,0.1,-0.25,0,-0.25,0,continuoussquare
20,One,1,15719,0.45,0.1,discrete,square,yes,0.45,0.1,0,0,0,1,vsupdiscretesquare
20,One,26,3373,0.95,0.1,discrete,square,no,0.8,0.6,0.15,-0.5,-0.35,0,discretesquare
20,One,24,9001,0.7,0.4,continuous,square,no,0.7,0.4,0,0,0,1,continuoussquare
20,One,27,12892,0.45,0.1,continuous,arc,no,0.4,0.4,0.05,-0.3,-0.25,0,continuousarc
20,One,28,4239,0.1,0.4,discrete,juxtaposed,no,0.2,0.1,-0.1,0.3,0.2,0,discretejuxtaposed
20,One,32,10319,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
20,One,30,5329,0.7,0.1,continuous,arc,no,0.95,0.1,-0.25,0,-0.25,0,continuousarc
20,One,31,2518,0.3,0.6,discrete,juxtaposed,no,0.4,0.4,-0.1,0.2,0.1,0,discretejuxtaposed
20,One,7,23915,0.1,0.4,continuous,juxtaposed,no,0.8,0.4,-0.7,0,-0.7,0,continuousjuxtaposed
20,One,29,3130,0.7,0.1,continuous,square,no,0.95,0.1,-0.25,0,-0.25,0,continuoussquare
20,One,34,6264,0.3,0.6,continuous,square,no,0.4,0.4,-0.1,0.2,0.1,0,continuoussquare
20,One,25,4398,0.4,0.4,continuous,juxtaposed,no,0.4,0.8,0,-0.4,-0.4,0,continuousjuxtaposed
20,One,35,9301,0.4,0.4,continuous,arc,no,0.3,0.6,0.1,-0.2,-0.1,0,continuousarc
20,One,39,5795,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
20,One,40,4154,0.4,0.8,continuous,juxtaposed,no,0.3,0.6,0.1,0.2,0.3,0,continuousjuxtaposed
20,One,33,3817,0.95,0.1,discrete,juxtaposed,no,0.8,0.6,0.15,-0.5,-0.35,0,discretejuxtaposed
20,One,36,5595,0.8,0.6,discrete,juxtaposed,no,0.95,0.1,-0.15,0.5,0.35,0,discretejuxtaposed
20,One,37,18970,0.8,0.6,discrete,arc,yes,0.8,0.6,0,0,0,1,vsupdiscretearc
20,One,44,5671,0.45,0.1,continuous,square,no,0.45,0.1,0,0,0,1,continuoussquare
20,One,45,17722,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
20,One,47,10169,0.4,0.4,discrete,square,yes,0.4,0.4,0,0,0,1,vsupdiscretesquare
20,One,43,4868,0.4,0.8,continuous,juxtaposed,no,0.3,0.6,0.1,0.2,0.3,0,continuousjuxtaposed
20,One,48,6544,0.7,0.4,discrete,square,yes,0.7,0.4,0,0,0,1,vsupdiscretesquare
20,One,38,7578,0.8,0.6,continuous,arc,no,0.4,0.8,0.4,-0.2,0.2,0,continuousarc
20,One,46,6012,0.4,0.4,discrete,square,no,0.3,0.6,0.1,-0.2,-0.1,0,discretesquare
20,One,51,15218,0.7,0.4,continuous,arc,no,0.7,0.1,0,0.3,0.3,0,continuousarc
20,One,50,6942,0.7,0.4,discrete,square,yes,0.7,0.4,0,0,0,1,vsupdiscretesquare
20,One,54,6220,0.8,0.4,continuous,juxtaposed,no,0.8,0.6,0,-0.2,-0.2,0,continuousjuxtaposed
20,One,49,4388,0.7,0.1,discrete,square,no,0.7,0.1,0,0,0,1,discretesquare
20,One,53,6546,0.95,0.1,discrete,arc,yes,0.95,0.1,0,0,0,1,vsupdiscretearc
20,One,41,6320,0.7,0.1,continuous,arc,no,0.95,0.1,-0.25,0,-0.25,0,continuousarc
20,One,56,4280,0.7,0.1,discrete,arc,yes,0.7,0.1,0,0,0,1,vsupdiscretearc
20,One,55,11036,0.4,0.8,discrete,arc,yes,0.4,0.8,0,0,0,1,vsupdiscretearc
20,One,57,6695,0.4,0.4,discrete,square,no,0.45,0.1,-0.05,0.3,0.25,0,discretesquare
20,One,58,6263,0.45,0.1,continuous,juxtaposed,no,0.45,0.1,0,0,0,1,continuousjuxtaposed
20,One,62,5787,0.45,0.1,discrete,arc,no,0.45,0.1,0,0,0,1,discretearc
20,One,61,6985,0.7,0.4,continuous,square,no,0.8,0.4,-0.1,0,-0.1,0,continuoussquare
20,One,42,4575,0.7,0.1,continuous,juxtaposed,no,0.7,0.4,0,-0.3,-0.3,0,continuousjuxtaposed
20,One,59,4293,0.45,0.1,discrete,square,no,0.45,0.1,0,0,0,1,discretesquare
20,One,52,6863,0.4,0.8,discrete,juxtaposed,no,0.4,0.8,0,0,0,1,discretejuxtaposed
21,One,1,74264,0.8,0.4,continuous,arc,no,0.8,0.6,0,-0.2,-0.2,0,continuousarc
20,One,63,6827,0.4,0.8,discrete,square,yes,0.4,0.8,0,0,0,1,vsupdiscretesquare
21,One,5,6452,0.8,0.6,discrete,arc,yes,0.8,0.6,0,0,0,1,vsupdiscretearc
20,One,60,6165,0.1,0.4,continuous,square,no,0.1,0.4,0,0,0,1,continuoussquare
21,One,2,10380,0.8,0.6,discrete,arc,yes,0.8,0.6,0,0,0,1,vsupdiscretearc
21,One,4,22717,0.8,0.6,discrete,square,yes,0.8,0.6,0,0,0,1,vsupdiscretesquare
21,One,3,20125,0.7,0.1,continuous,juxtaposed,no,0.7,0.1,0,0,0,1,continuousjuxtaposed
21,One,10,13557,0.8,0.4,discrete,arc,yes,0.1,0.4,0.7,0,0.7,0,vsupdiscretearc
21,One,9,19391,0.8,0.4,discrete,juxtaposed,no,0.8,0.4,0,0,0,1,discretejuxtaposed
21,One,6,9658,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
20,One,64,6202,0.8,0.4,discrete,arc,no,0.8,0.4,0,0,0,1,discretearc
21,One,12,100470,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
21,One,11,18002,0.4,0.8,discrete,square,no,0.4,0.8,0,0,0,1,discretesquare
21,One,8,14525,0.95,0.1,continuous,arc,no,0.1,0.4,0.85,-0.3,0.55,0,continuousarc
21,One,7,12492,0.8,0.6,discrete,arc,yes,0.8,0.6,0,0,0,1,vsupdiscretearc
21,One,18,7528,0.8,0.4,discrete,square,yes,0.1,0.4,0.7,0,0.7,0,vsupdiscretesquare
21,One,16,13421,0.4,0.8,discrete,square,yes,0.2,0.1,0.2,0.7,0.9,0,vsupdiscretesquare
21,One,20,14373,0.1,0.4,discrete,arc,yes,0.1,0.4,0,0,0,1,vsupdiscretearc
21,One,17,16530,0.8,0.6,discrete,arc,no,0.95,0.1,-0.15,0.5,0.35,0,discretearc
21,One,15,11338,0.4,0.4,continuous,juxtaposed,no,0.45,0.1,-0.05,0.3,0.25,0,continuousjuxtaposed
21,One,14,13106,0.4,0.8,discrete,arc,no,0.45,0.1,-0.05,0.7,0.65,0,discretearc
21,One,19,15119,0.4,0.8,continuous,arc,no,0.4,0.8,0,0,0,1,continuousarc
21,One,24,16770,0.8,0.6,discrete,square,no,0.8,0.6,0,0,0,1,discretesquare
21,One,13,36038,0.4,0.4,discrete,juxtaposed,no,0.4,0.8,0,-0.4,-0.4,0,discretejuxtaposed
21,One,23,9994,0.8,0.4,discrete,square,yes,0.8,0.4,0,0,0,1,vsupdiscretesquare
21,One,25,11956,0.8,0.6,discrete,arc,yes,0.7,0.4,0.1,0.2,0.3,0,vsupdiscretearc
21,One,21,15465,0.1,0.4,continuous,juxtaposed,no,0.1,0.4,0,0,0,1,continuousjuxtaposed
21,One,30,17735,0.8,0.6,continuous,juxtaposed,no,0.8,0.6,0,0,0,1,continuousjuxtaposed
21,One,29,13001,0.8,0.4,discrete,square,yes,0.8,0.4,0,0,0,1,vsupdiscretesquare
21,One,26,10899,0.3,0.6,continuous,arc,no,0.4,0.4,-0.1,0.2,0.1,0,continuousarc
21,One,28,10549,0.95,0.1,continuous,arc,no,0.95,0.1,0,0,0,1,continuousarc
21,One,31,7162,0.4,0.8,discrete,juxtaposed,no,0.4,0.8,0,0,0,1,discretejuxtaposed
21,One,33,22613,0.8,0.6,continuous,square,no,0.8,0.6,0,0,0,1,continuoussquare
21,One,22,16890,0.7,0.1,discrete,square,no,0.7,0.1,0,0,0,1,discretesquare
21,One,36,13539,0.7,0.4,continuous,square,no,0.7,0.4,0,0,0,1,continuoussquare
21,One,35,15162,0.4,0.4,continuous,square,no,0.4,0.4,0,0,0,1,continuoussquare
21,One,38,22006,0.8,0.6,continuous,juxtaposed,no,0.8,0.6,0,0,0,1,continuousjuxtaposed
21,One,37,25473,0.1,0.4,continuous,arc,no,0.1,0.4,0,0,0,1,continuousarc
21,One,39,10406,0.4,0.8,discrete,juxtaposed,no,0.4,0.8,0,0,0,1,discretejuxtaposed
21,One,27,29244,0.7,0.4,continuous,juxtaposed,no,0.7,0.1,0,0.3,0.3,0,continuousjuxtaposed
21,One,42,14278,0.4,0.4,continuous,arc,no,0.3,0.6,0.1,-0.2,-0.1,0,continuousarc
21,One,34,10780,0.3,0.6,discrete,square,no,0.4,0.4,-0.1,0.2,0.1,0,discretesquare
21,One,32,12810,0.8,0.4,discrete,arc,no,0.8,0.4,0,0,0,1,discretearc
21,One,44,10870,0.8,0.6,discrete,juxtaposed,no,0.8,0.4,0,0.2,0.2,0,discretejuxtaposed
21,One,41,8257,0.1,0.4,discrete,arc,no,0.1,0.4,0,0,0,1,discretearc
21,One,45,16348,0.4,0.8,discrete,arc,yes,0.4,0.8,0,0,0,1,vsupdiscretearc
21,One,48,13555,0.1,0.4,continuous,square,no,0.2,0.1,-0.1,0.3,0.2,0,continuoussquare
21,One,40,14209,0.7,0.4,discrete,arc,yes,0.7,0.4,0,0,0,1,vsupdiscretearc
21,One,43,10239,0.2,0.1,continuous,juxtaposed,no,0.2,0.1,0,0,0,1,continuousjuxtaposed
21,One,47,8796,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
21,One,49,29684,0.8,0.6,discrete,square,no,0.8,0.4,0,0.2,0.2,0,discretesquare
21,One,51,5551,0.4,0.4,discrete,juxtaposed,no,0.4,0.4,0,0,0,1,discretejuxtaposed
21,One,52,19362,0.45,0.1,continuous,square,no,0.7,0.4,-0.25,-0.3,-0.55,0,continuoussquare
21,One,46,7968,0.3,0.6,discrete,juxtaposed,no,0.3,0.6,0,0,0,1,discretejuxtaposed
21,One,55,10402,0.8,0.6,discrete,square,yes,0.8,0.6,0,0,0,1,vsupdiscretesquare
21,One,58,10311,0.3,0.6,discrete,arc,no,0.4,0.4,-0.1,0.2,0.1,0,discretearc
21,One,50,12379,0.3,0.6,discrete,juxtaposed,no,0.4,0.8,-0.1,-0.2,-0.3,0,discretejuxtaposed
